name,datetime,humidity,precip,windspeed,cloudcover,visibility,tempmax c,tempmin c,avgtemp c,feelslikemax c,feelslikemin c,avgfeelsliketemp c,dewpoint c,precip_chance
Piarco,2021-07-19,78.0,0.4064,15.0,46.3,5.2,32.0,25.2,27.9,37.1,25.2,30.1,23.6,1
Piarco,2021-07-20,71.4,0.3048,21.9,36.3,5.7,32.2,25.7,28.4,35.2,25.7,30.3,22.4,1
Piarco,2021-07-21,71.7,0.9906,17.2,41.3,6.3,32.0,24.9,28.3,35.8,24.9,30.6,22.4,1
Piarco,2021-07-22,84.0,6.5024,17.2,57.0,6.1,31.0,25.0,27.2,36.6,25.0,29.3,24.2,1
Piarco,2021-07-23,86.0,21.9964,11.4,55.3,6.2,29.7,25.0,26.7,34.6,25.0,28.7,24.1,1
Piarco,2021-07-24,86.3,11.2014,8.1,50.9,7.0,29.0,25.0,26.8,35.7,25.0,28.6,24.2,1
Piarco,2021-07-25,82.1,1.4986,11.4,59.0,6.7,32.0,25.0,27.6,37.1,25.0,30.1,24.1,1
Piarco,2021-07-26,82.9,0.889,9.2,57.3,7.3,32.0,24.0,27.4,37.8,24.0,29.9,24.1,1
Piarco,2021-07-27,81.4,2.9972,11.4,47.1,6.5,30.0,25.0,26.8,35.2,25.0,28.3,23.2,1
Piarco,2021-07-28,83.3,2.6162,12.8,56.8,7.0,30.9,24.0,26.7,37.2,24.0,28.4,23.4,1
Piarco,2021-07-29,83.1,54.60999999999999,6.9,53.2,6.1,32.0,23.0,26.1,36.8,23.0,27.3,22.7,1
Piarco,2021-07-30,75.2,0.0,12.8,31.9,6.9,32.1,24.0,27.8,36.2,24.0,29.9,22.7,0
Piarco,2021-07-31,81.2,2.5146,12.8,47.3,7.4,31.0,24.9,27.7,37.8,24.9,30.4,24.0,1
Piarco,2021-08-01,80.6,2.1082,12.8,42.5,7.2,32.0,25.0,27.4,38.0,25.0,29.8,23.7,1
Piarco,2021-08-02,80.3,0.0,9.2,39.6,7.1,32.0,24.0,27.3,38.0,24.0,29.6,23.4,0
Piarco,2021-08-03,82.6,0.508,11.4,45.3,7.1,32.0,24.0,26.4,38.0,24.0,28.0,23.2,1
Piarco,2021-08-04,74.7,0.0,13.9,34.4,7.0,33.0,22.9,27.6,38.1,22.9,29.4,22.2,0
Piarco,2021-08-05,77.0,2.9972,10.3,34.3,7.6,32.0,22.9,27.2,36.2,22.9,29.3,22.5,1
Piarco,2021-08-06,72.2,0.0,13.9,33.0,7.2,33.0,24.0,28.0,35.6,24.0,29.7,22.0,0
Piarco,2021-08-07,76.4,0.0,12.4,58.1,7.2,32.9,24.0,26.8,37.6,24.0,28.1,22.1,0
Piarco,2021-08-08,81.6,19.9898,11.4,47.9,6.5,32.7,23.7,26.7,38.6,23.7,28.3,23.1,1
Piarco,2021-08-09,83.1,13.0048,11.4,50.6,7.0,31.2,24.0,26.4,35.2,24.0,27.5,23.1,1
Piarco,2021-08-10,78.6,0.0,8.1,49.5,7.7,32.7,23.7,27.8,38.0,23.7,30.8,23.5,0
Piarco,2021-08-11,74.3,1.905,9.2,40.3,7.4,33.1,25.0,28.7,37.4,25.0,31.6,23.3,1
Piarco,2021-08-12,88.2,64.008,10.3,43.4,6.3,31.0,23.1,25.8,35.6,23.1,26.6,23.6,1
Piarco,2021-08-13,86.6,6.095999999999999,10.3,47.0,6.6,32.0,23.9,26.7,38.0,23.9,29.1,24.1,1
Piarco,2021-08-14,81.6,29.006799999999995,11.4,50.6,6.8,31.0,23.0,26.7,35.6,23.0,28.1,23.1,1
Piarco,2021-08-15,89.9,18.796,8.1,50.2,6.1,27.2,23.0,24.8,29.7,23.0,24.9,22.9,1
Piarco,2021-08-16,75.6,26.8986,13.9,32.2,7.3,32.2,22.0,27.6,38.0,22.0,29.9,22.5,1
Piarco,2021-08-17,77.3,5.9944,18.3,39.6,6.7,32.0,25.0,27.7,38.0,25.0,30.3,23.2,1
Piarco,2021-08-18,91.5,58.01359999999999,11.4,77.9,5.4,26.0,23.0,24.4,26.0,23.0,24.4,22.9,1
Piarco,2021-08-19,83.8,5.9944,11.4,48.8,7.2,32.9,22.0,26.1,40.1,22.0,27.7,22.9,1
Piarco,2021-08-20,83.0,0.0,6.9,41.4,7.2,32.0,23.7,26.9,39.3,23.7,29.4,23.7,0
Piarco,2021-08-21,78.7,4.495799999999999,11.4,42.8,7.7,32.0,24.0,27.9,38.1,24.0,30.9,23.7,1
Piarco,2021-08-22,82.9,0.3048,13.9,46.1,7.1,32.0,24.9,27.6,37.8,24.9,30.5,24.3,1
Piarco,2021-08-23,88.5,6.985,13.9,54.1,6.4,30.0,24.0,25.9,35.2,24.0,26.8,23.8,1
Piarco,2021-08-24,82.8,6.400799999999999,12.8,58.7,7.1,32.0,24.7,27.1,36.8,24.7,29.4,23.8,1
Piarco,2021-08-25,77.4,0.1016,13.9,41.2,7.3,32.2,24.0,28.2,38.3,24.0,31.3,23.7,1
Piarco,2021-08-26,70.3,0.0,12.8,33.1,6.7,33.0,24.0,28.3,36.2,24.0,30.2,22.0,0
Piarco,2021-08-27,72.3,0.0,13.9,46.7,6.6,33.1,24.9,28.9,39.3,24.9,31.7,23.1,0
Piarco,2021-08-28,84.5,14.1986,9.2,55.3,5.9,31.0,25.0,27.2,37.8,25.0,29.3,24.2,1
Piarco,2021-08-29,78.4,10.4902,9.2,47.3,7.5,34.0,24.9,28.1,40.7,24.9,30.7,23.6,1
Piarco,2021-08-30,81.5,5.0038,6.9,39.8,7.3,32.0,25.0,27.2,39.3,25.0,29.1,23.6,1
Piarco,2021-08-31,83.4,0.0,8.1,56.1,7.3,30.2,24.0,26.6,36.3,24.0,28.3,23.4,0
Piarco,2021-09-01,76.7,2.794,8.1,49.2,7.8,33.0,23.9,27.9,38.1,23.9,30.4,23.2,1
Piarco,2021-09-02,77.4,8.7884,6.9,35.7,7.3,33.0,24.0,27.8,37.1,24.0,30.1,23.2,1
Piarco,2021-09-03,85.1,10.9982,23.0,54.5,5.8,31.0,24.0,25.9,37.8,24.0,27.2,23.1,1
Piarco,2021-09-04,89.3,2.9972,11.4,49.1,6.7,28.0,24.0,25.7,32.0,24.0,26.4,23.8,1
Piarco,2021-09-05,84.2,15.011399999999998,11.4,46.8,7.5,29.0,24.0,25.9,32.8,24.0,27.0,23.0,1
Piarco,2021-09-06,77.5,0.9906,10.3,39.9,8.7,33.0,23.0,27.6,38.2,23.0,30.2,23.0,1
Piarco,2021-09-07,78.1,0.508,10.3,38.0,7.8,32.7,24.9,28.4,39.9,24.9,31.4,23.9,1
Piarco,2021-09-08,78.7,13.0048,17.8,50.1,7.2,31.7,23.2,27.6,36.8,23.2,29.8,23.3,1
Piarco,2021-09-09,80.3,14.986,12.8,45.3,6.0,32.0,24.0,27.4,38.0,24.0,29.9,23.6,1
Piarco,2021-09-10,75.2,0.0,13.9,37.5,7.0,33.0,25.0,28.4,37.1,25.0,30.8,23.3,0
Piarco,2021-09-11,74.6,0.0,16.1,45.4,8.4,33.0,24.0,28.3,37.8,24.0,30.7,22.9,0
Piarco,2021-09-12,75.2,0.0,11.4,40.9,7.6,33.0,24.0,28.4,38.1,24.0,31.3,23.3,0
Piarco,2021-09-13,75.6,0.0,10.3,47.2,7.2,33.0,24.0,28.4,38.1,24.0,31.2,23.4,0
Piarco,2021-09-14,74.4,0.0,9.2,27.4,7.8,33.0,24.0,28.6,39.3,24.0,31.3,23.2,0
Piarco,2021-09-15,77.3,0.0,13.9,41.6,6.8,33.0,25.0,28.6,39.3,25.0,31.7,23.9,0
Piarco,2021-09-16,78.8,0.0,17.2,38.5,6.2,33.0,24.7,27.9,38.1,24.7,30.1,23.6,0
Piarco,2021-09-17,74.9,0.1016,13.9,37.1,6.8,32.2,24.0,27.9,36.6,24.0,29.9,22.7,1
Piarco,2021-09-18,75.8,0.0,12.8,51.0,6.9,32.0,23.0,27.1,35.8,23.0,28.7,22.1,0
Piarco,2021-09-19,77.8,15.011399999999998,8.1,41.6,7.6,33.0,22.0,26.8,36.1,22.0,28.3,22.2,1
Piarco,2021-09-20,74.4,0.0,8.1,43.5,7.4,34.0,23.0,27.9,38.3,23.0,30.2,22.6,0
Piarco,2021-09-21,78.8,0.0,10.3,45.9,7.3,33.0,24.9,28.2,39.3,24.9,31.1,23.9,0
Piarco,2021-09-22,73.9,0.0,9.2,37.0,7.6,34.0,24.7,28.5,39.4,24.7,31.0,23.1,0
Piarco,2021-09-23,74.5,0.0,9.2,33.1,7.5,34.0,24.9,28.7,39.4,24.9,31.9,23.4,0
Piarco,2021-09-24,81.2,0.9906,9.2,38.3,7.5,33.1,24.0,27.4,38.0,24.0,29.6,23.7,1
Piarco,2021-09-25,83.9,0.0,15.0,52.6,6.8,33.0,24.0,26.9,39.2,24.0,28.6,23.7,0
Piarco,2021-09-26,83.9,51.0032,11.4,35.6,7.3,34.0,23.0,26.5,40.7,23.0,28.0,23.3,1
Piarco,2021-09-27,83.2,0.4064,9.2,50.0,7.2,33.0,23.7,26.3,38.1,23.7,27.7,23.0,1
Piarco,2021-09-28,78.9,0.4064,13.9,42.1,7.8,32.2,23.9,27.6,39.7,23.9,30.3,23.4,1
Piarco,2021-09-29,79.4,0.0,8.1,42.1,7.7,32.0,24.0,27.5,39.3,24.0,30.1,23.4,0
Piarco,2021-09-30,78.4,2.9972,13.9,39.9,7.4,32.0,24.0,28.0,37.8,24.0,30.8,23.7,1
Piarco,2021-10-01,79.3,6.400799999999999,17.2,41.5,7.4,33.0,25.0,27.7,38.0,25.0,30.0,23.6,1
Piarco,2021-10-02,85.1,17.018,23.0,50.3,6.2,30.2,24.0,26.2,37.4,24.0,27.9,23.4,1
Piarco,2021-10-03,86.5,5.9944,13.9,57.2,4.6,29.9,22.9,25.3,34.8,22.9,26.0,22.8,1
Piarco,2021-10-04,82.8,23.0124,17.2,48.0,5.9,31.0,25.0,27.1,36.9,25.0,29.1,23.8,1
Piarco,2021-10-05,78.3,1.1176,17.2,54.8,6.7,32.0,24.7,28.2,39.3,24.7,31.6,23.9,1
Piarco,2021-10-06,74.1,0.1016,15.0,46.0,6.5,33.0,25.9,28.6,38.0,25.9,31.4,23.2,1
Piarco,2021-10-07,82.6,0.0,17.2,55.6,6.7,31.0,24.7,27.2,36.8,24.7,29.7,23.9,0
Piarco,2021-10-08,78.0,0.0,16.1,46.2,7.3,32.0,24.9,27.3,36.5,24.9,29.1,22.8,0
Piarco,2021-10-09,81.8,24.7142,10.3,39.9,7.7,31.7,23.0,26.6,37.7,23.0,28.4,23.1,1
Piarco,2021-10-10,78.9,0.0,15.0,45.9,7.5,33.0,25.0,28.4,39.3,25.0,31.9,24.2,0
Piarco,2021-10-11,76.1,0.0,16.1,45.3,6.6,33.0,26.0,28.8,38.1,26.0,32.3,23.9,0
Piarco,2021-10-12,76.0,0.6096,11.4,47.9,7.4,33.0,25.0,28.6,40.7,25.0,32.1,23.8,1
Piarco,2021-10-13,83.5,13.9954,15.0,56.2,6.6,32.0,25.0,27.4,39.3,25.0,29.7,24.3,1
Piarco,2021-10-14,82.8,2.0066,10.3,44.2,7.2,32.1,25.0,27.9,39.3,25.0,31.1,24.6,1
Piarco,2021-10-15,78.1,0.0,13.9,51.0,7.6,33.0,26.0,28.6,40.7,26.0,32.1,24.2,0
Piarco,2021-10-16,74.5,0.0,11.4,39.3,8.9,33.0,25.0,28.8,39.8,25.0,32.3,23.7,0
Piarco,2021-10-17,76.3,0.0,10.3,36.9,8.4,33.0,25.0,28.7,39.3,25.0,32.1,23.9,0
Piarco,2021-10-18,77.9,0.0,12.8,38.3,7.8,33.1,24.7,27.5,36.9,24.7,29.6,23.1,0
Piarco,2021-10-19,84.8,35.20439999999999,6.9,38.9,6.8,30.0,23.9,25.9,34.2,23.9,26.9,23.1,1
Piarco,2021-10-20,84.5,5.2832,13.9,50.7,6.9,31.1,23.0,26.5,37.5,23.0,28.6,23.6,1
Piarco,2021-10-21,77.8,23.5966,18.3,56.8,3.9,32.0,24.0,27.8,38.0,24.0,30.2,23.4,1
Piarco,2021-10-22,85.0,5.715,17.2,57.0,5.0,28.2,24.2,26.2,32.2,24.2,27.3,23.4,1
Piarco,2021-10-23,77.4,24.1046,19.7,49.4,5.9,31.0,23.7,27.4,36.6,23.7,29.8,22.9,1
Piarco,2021-10-24,75.1,0.4064,13.9,40.0,6.6,31.0,25.0,27.4,35.6,25.0,29.2,22.5,1
Piarco,2021-10-25,87.9,34.721799999999995,13.9,61.9,4.4,29.0,24.2,26.3,35.7,24.2,28.1,24.2,1
Piarco,2021-10-26,80.6,7.213599999999999,13.9,50.6,4.0,30.0,25.0,26.8,34.2,25.0,28.2,23.1,1
Piarco,2021-10-27,87.4,26.4922,12.8,57.1,3.7,29.0,23.9,25.6,34.6,23.9,26.3,23.3,1
Piarco,2021-10-28,80.7,2.6162,11.4,46.5,3.7,30.2,24.2,26.6,33.4,24.2,27.8,22.8,1
Piarco,2021-10-29,78.9,0.0,15.0,37.6,4.1,32.0,24.0,27.3,36.8,24.0,29.3,23.1,0
Piarco,2021-10-30,78.2,0.0,11.4,40.2,5.8,31.0,23.0,26.8,35.6,23.0,28.5,22.4,0
Piarco,2021-10-31,76.7,0.0,9.5,40.2,7.1,31.1,22.0,26.6,35.7,22.0,28.1,21.9,0
Piarco,2021-11-01,74.8,0.1016,10.3,38.7,7.3,31.0,23.0,26.8,35.6,23.0,28.3,21.7,1
Piarco,2021-11-02,81.9,4.9784,17.2,48.6,7.3,30.0,24.0,26.3,34.3,24.0,27.7,22.8,1
Piarco,2021-11-03,80.3,4.8006,12.8,53.8,6.9,31.0,24.0,26.6,36.6,24.0,28.4,22.7,1
Piarco,2021-11-04,78.7,4.2926,16.1,34.8,7.1,31.0,23.0,27.0,35.6,23.0,28.8,22.7,1
Piarco,2021-11-05,76.1,0.0,15.0,39.9,7.4,32.0,24.7,27.9,35.8,24.7,30.3,23.1,0
Piarco,2021-11-06,74.6,0.0,17.2,43.2,7.5,31.2,25.0,27.9,36.1,25.0,30.1,22.8,0
Piarco,2021-11-07,77.4,2.4892,19.7,41.9,7.2,32.0,25.0,27.6,36.8,25.0,29.3,23.1,1
Piarco,2021-11-08,77.3,0.0,13.9,47.8,6.8,31.0,24.0,27.4,34.6,24.0,29.2,22.8,0
Piarco,2021-11-09,71.1,0.0,11.4,41.6,7.1,32.0,24.0,27.0,34.2,24.0,27.9,20.9,0
Piarco,2021-11-10,71.9,0.4064,12.8,50.2,7.3,30.2,23.9,26.7,32.8,23.9,27.8,21.1,1
Piarco,2021-11-11,73.2,0.0,13.9,39.3,7.2,31.0,23.9,26.9,33.8,23.9,28.3,21.6,0
Piarco,2021-11-12,76.7,0.1016,19.7,38.6,7.3,31.0,23.7,26.7,33.8,23.7,28.0,22.0,1
Piarco,2021-11-13,79.5,0.7874,13.9,37.4,7.1,31.0,23.0,26.4,34.6,23.0,27.7,22.4,1
Piarco,2021-11-14,78.1,0.7874,16.1,33.1,6.8,31.0,23.0,26.8,35.6,23.0,28.2,22.4,1
Piarco,2021-11-15,74.9,0.0,17.2,31.6,7.4,31.2,24.0,27.2,34.7,24.0,28.7,22.1,0
Piarco,2021-11-16,67.8,0.0,12.8,31.1,7.5,31.0,23.0,27.4,33.1,23.0,28.3,20.6,0
Piarco,2021-11-17,77.9,0.6096,13.9,46.2,6.9,31.0,23.0,26.2,33.8,23.0,27.4,21.8,1
Piarco,2021-11-18,84.7,1.9812,15.0,63.9,6.4,30.0,23.9,25.8,33.7,23.9,27.0,22.9,1
Piarco,2021-11-19,85.8,16.7894,9.2,72.9,6.4,29.1,23.9,25.9,34.8,23.9,27.2,23.3,1
Piarco,2021-11-20,78.8,0.0,16.1,52.4,7.1,31.0,24.0,27.0,35.6,24.0,28.7,22.8,0
Piarco,2021-11-21,76.8,0.0,11.4,42.2,8.5,32.0,23.0,26.9,34.9,23.0,28.5,22.2,0
Piarco,2021-11-22,76.6,0.0,13.9,49.2,7.3,30.1,24.0,26.6,33.3,24.0,28.0,22.0,0
Piarco,2021-11-23,81.4,0.0,12.8,45.3,7.7,30.0,24.0,26.8,35.2,24.0,28.5,23.2,0
Piarco,2021-11-24,77.6,0.0,11.4,42.9,7.5,32.0,24.0,27.6,36.8,24.0,29.6,23.1,0
Piarco,2021-11-25,77.6,0.1016,6.9,48.6,8.2,32.7,23.0,27.1,36.9,23.0,28.9,22.6,1
Piarco,2021-11-26,84.0,0.9906,8.1,43.4,7.2,30.2,23.0,26.3,36.3,23.0,28.1,23.3,1
Piarco,2021-11-27,89.6,17.983199999999997,8.1,47.5,6.7,30.0,24.0,25.4,36.3,24.0,26.2,23.6,1
Piarco,2021-11-28,81.9,3.5052000000000003,13.9,47.3,7.6,31.0,23.7,26.9,36.1,23.7,28.8,23.3,1
Piarco,2021-11-29,76.6,1.397,17.2,44.1,7.6,31.0,24.7,27.2,34.6,24.7,28.8,22.6,1
Piarco,2021-11-30,83.2,5.0038,12.8,51.9,6.5,32.0,22.0,26.1,36.8,22.0,27.7,22.8,1
Piarco,2021-12-01,80.2,32.7152,18.3,49.6,6.1,31.0,24.0,27.0,36.6,24.0,28.9,23.1,1
Piarco,2021-12-02,79.8,6.1976,19.7,48.5,7.1,31.0,24.0,26.6,36.6,24.0,27.8,22.7,1
Piarco,2021-12-03,75.9,0.4064,13.9,42.0,7.5,31.1,24.0,27.1,35.8,24.0,28.7,22.2,1
Piarco,2021-12-04,81.9,1.0921999999999998,12.8,52.7,7.2,30.0,23.0,25.8,34.6,23.0,27.0,22.4,1
Piarco,2021-12-05,81.5,3.5052000000000003,17.2,49.3,7.1,29.0,23.0,25.9,32.8,23.0,27.1,22.3,1
Piarco,2021-12-06,75.2,1.0921999999999998,20.8,31.4,7.3,31.0,23.9,27.0,35.6,23.9,28.4,22.0,1
Piarco,2021-12-07,70.6,0.0,15.0,43.5,7.3,31.0,24.0,27.1,33.1,24.0,28.1,21.0,0
Piarco,2021-12-08,75.5,0.0,13.9,44.8,7.3,32.0,23.0,26.9,35.1,23.0,28.3,21.9,0
Piarco,2021-12-09,71.0,0.0,13.9,43.0,6.9,32.0,24.0,27.7,35.8,24.0,29.3,21.7,0
Piarco,2021-12-10,70.9,0.0,17.2,48.8,6.7,32.0,24.0,27.4,34.9,24.0,28.8,21.5,0
Piarco,2021-12-11,90.2,10.0076,12.8,61.5,5.5,27.0,23.9,24.7,30.7,23.9,25.1,22.9,1
Piarco,2021-12-12,91.3,21.0058,8.1,65.2,6.8,26.7,23.9,24.9,29.9,23.9,25.1,23.4,1
Piarco,2021-12-13,87.5,10.9982,11.4,54.9,6.2,29.7,23.7,25.5,33.9,23.7,26.3,23.2,1
Piarco,2021-12-14,89.7,18.5166,13.9,62.9,6.3,27.0,23.7,24.9,30.2,23.7,25.2,23.1,1
Piarco,2021-12-15,77.8,2.794,18.3,44.5,7.1,30.2,24.0,26.8,34.2,24.0,28.3,22.4,1
Piarco,2021-12-16,72.4,0.0,17.2,37.1,7.2,30.2,23.7,26.8,33.6,23.7,27.9,21.2,0
Piarco,2021-12-17,77.6,0.7874,20.8,59.4,6.5,31.0,24.0,26.3,34.6,24.0,27.4,21.9,1
Piarco,2021-12-18,79.5,31.1912,16.1,62.8,6.2,30.0,23.0,26.1,33.3,23.0,27.3,22.1,1
Piarco,2021-12-19,74.1,0.0,16.1,52.2,6.8,30.0,24.0,26.4,33.3,24.0,27.5,21.3,0
Piarco,2021-12-20,70.9,0.508,17.2,39.8,7.0,31.0,25.0,27.3,33.8,25.0,28.6,21.4,1
Piarco,2021-12-21,89.4,13.9954,17.2,66.4,5.0,28.6,23.9,25.4,33.5,23.9,26.3,23.5,1
Piarco,2021-12-22,87.2,34.2138,17.2,66.2,6.2,28.0,25.0,26.1,32.8,25.0,27.2,23.8,1
Piarco,2021-12-23,80.0,0.508,17.2,58.4,6.9,30.0,24.7,26.9,34.2,24.7,28.5,23.1,1
Piarco,2021-12-24,90.1,8.001,17.2,69.4,5.4,27.0,23.0,25.0,30.7,23.0,25.4,23.3,1
Piarco,2021-12-25,78.4,0.1016,16.1,38.7,8.1,30.0,23.1,26.4,33.3,23.1,27.6,22.2,1
Piarco,2021-12-26,76.3,0.0,11.4,33.0,8.7,31.0,21.0,25.2,33.1,21.0,26.1,20.4,0
Piarco,2021-12-27,76.3,0.0,13.9,33.0,8.7,30.2,21.9,25.9,33.3,21.9,26.9,21.1,0
Piarco,2021-12-28,72.2,0.0,17.2,35.7,8.6,30.0,22.2,26.2,32.4,22.2,27.1,20.6,0
Piarco,2021-12-29,77.8,0.508,13.9,45.0,7.1,31.0,22.0,25.7,34.3,22.0,26.7,21.3,1
Piarco,2021-12-30,76.2,0.7874,17.2,59.0,6.6,30.0,24.0,26.3,34.2,24.0,27.3,21.6,1
Piarco,2021-12-31,70.5,0.1016,12.8,36.2,8.2,30.0,22.0,25.8,31.4,22.0,26.3,19.7,1
Piarco,2022-01-01,72.1,0.0,17.2,50.3,7.9,31.0,23.7,26.4,33.8,23.7,27.3,20.7,0
Piarco,2022-01-02,87.7,10.0076,13.9,62.4,6.6,27.0,22.0,24.2,30.2,22.0,24.3,22.0,1
Piarco,2022-01-03,78.1,0.3048,17.2,38.7,7.4,30.0,22.0,25.3,33.3,22.0,26.2,21.0,1
Piarco,2022-01-04,83.3,0.2032,11.4,58.1,6.6,27.9,21.7,23.7,29.7,21.7,23.9,20.6,1
Piarco,2022-01-05,73.4,5.6896,12.8,26.1,8.6,30.0,19.7,24.4,31.2,19.7,24.7,18.8,1
Piarco,2022-01-06,71.7,0.0,12.8,23.1,8.7,31.0,20.0,25.1,31.0,20.0,25.5,19.1,0
Piarco,2022-01-07,70.3,0.0,17.2,33.4,8.0,30.0,23.0,26.3,31.9,23.0,27.2,20.3,0
Piarco,2022-01-08,67.7,0.0,15.0,25.6,7.2,31.0,22.0,26.1,32.4,22.0,26.7,19.3,0
Piarco,2022-01-09,72.5,0.9906,16.1,37.8,6.9,29.0,21.1,24.8,30.3,21.1,25.3,19.3,1
Piarco,2022-01-10,76.2,0.0,25.3,36.6,7.2,29.0,20.2,24.8,31.4,20.2,25.4,20.1,0
Piarco,2022-01-11,75.1,1.397,15.0,47.4,7.4,30.0,22.0,24.9,31.4,22.0,25.4,20.0,1
Piarco,2022-01-12,78.6,4.3942,13.9,37.3,7.6,30.0,21.0,24.5,32.2,21.0,24.9,20.3,1
Piarco,2022-01-13,75.9,0.0,13.9,30.2,8.2,30.7,20.9,25.1,32.5,20.9,25.9,20.2,0
Piarco,2022-01-14,75.8,0.0,10.3,33.8,7.9,32.0,22.0,26.2,34.9,22.0,27.4,21.2,0
Piarco,2022-01-15,80.6,0.0,16.1,44.1,7.3,30.0,23.0,26.6,34.6,23.0,28.2,22.8,0
Piarco,2022-01-16,79.8,1.4986,21.9,44.9,7.5,30.0,23.9,26.1,34.2,23.9,27.4,22.2,1
Piarco,2022-01-17,75.1,0.1016,11.4,42.1,7.5,31.0,21.0,25.6,33.8,21.0,26.5,20.6,1
Piarco,2022-01-18,83.1,1.6001999999999998,17.2,52.0,7.0,30.0,22.0,25.0,33.3,22.0,25.9,21.7,1
Piarco,2022-01-19,76.2,0.0,17.2,34.1,7.5,30.1,22.0,25.6,32.6,22.0,26.3,20.7,0
Piarco,2022-01-20,71.1,0.0,13.9,35.6,8.1,31.0,22.0,26.2,32.4,22.0,26.9,20.2,0
Piarco,2022-01-21,76.8,0.6096,20.4,70.5,7.2,29.0,23.7,25.8,31.7,23.7,26.7,21.3,1
Piarco,2022-01-22,68.3,0.0,13.9,33.4,7.8,31.0,22.0,26.1,31.4,22.0,26.3,19.2,0
Piarco,2022-01-23,76.0,0.0,17.2,40.5,8.0,28.1,20.0,24.6,30.2,20.0,25.3,19.8,0
Piarco,2022-01-24,75.3,0.0,16.1,31.9,7.7,31.0,21.2,25.8,42.0,21.2,26.9,20.7,0
Piarco,2022-01-25,68.7,0.0,18.3,43.2,7.5,31.0,24.0,26.6,33.1,24.0,27.3,20.1,0
Piarco,2022-01-26,69.4,0.0,13.9,41.5,7.6,31.2,21.7,25.6,31.9,21.7,26.0,19.1,0
Piarco,2022-01-27,82.1,2.794,11.4,59.3,7.6,29.0,20.9,23.8,32.0,20.9,24.3,20.4,1
Piarco,2022-01-28,72.1,0.0,13.9,32.0,7.7,30.0,20.0,24.8,31.9,20.0,25.3,18.9,0
Piarco,2022-01-29,71.6,0.0,16.1,38.6,7.9,30.1,20.0,25.0,31.4,20.0,25.7,19.2,0
Piarco,2022-01-30,78.0,2.0066,16.1,44.0,6.8,29.8,21.0,25.0,33.0,21.0,26.1,20.8,1
Piarco,2022-01-31,74.7,0.2032,18.3,46.6,7.7,30.0,23.0,26.2,34.2,23.0,27.3,21.1,1
Piarco,2022-02-01,78.1,0.1016,16.1,43.4,7.5,30.0,23.0,25.9,33.3,23.0,27.2,21.7,1
Piarco,2022-02-02,73.9,0.0,18.3,35.1,7.1,31.0,23.9,26.6,34.6,23.9,27.8,21.4,0
Piarco,2022-02-03,72.4,0.0,16.1,29.5,7.5,31.1,23.0,26.2,33.2,23.0,27.1,20.6,0
Piarco,2022-02-04,70.1,0.0,13.9,30.9,7.6,31.0,21.0,25.6,32.4,21.0,26.3,19.4,0
Piarco,2022-02-05,70.9,0.0,13.9,46.9,7.5,31.0,21.7,25.9,32.4,21.7,26.7,20.0,0
Piarco,2022-02-06,73.8,0.0,15.0,42.1,7.6,32.0,23.7,26.8,35.8,23.7,28.1,21.6,0
Piarco,2022-02-07,79.2,0.7111999999999999,13.9,49.9,7.4,31.0,24.0,26.5,35.2,24.0,27.8,22.4,1
Piarco,2022-02-08,73.6,0.1016,16.1,50.5,7.6,31.9,23.9,26.6,35.1,23.9,27.6,21.1,1
Piarco,2022-02-09,70.5,0.0,13.9,47.9,7.9,31.0,21.0,25.6,32.6,21.0,26.2,19.5,0
Piarco,2022-02-10,76.3,0.0,20.8,49.1,7.4,29.0,22.0,24.9,30.8,22.0,25.2,20.2,0
Piarco,2022-02-11,70.0,3.7084,18.3,48.4,7.3,32.0,23.0,26.2,33.6,23.0,26.8,19.9,1
Piarco,2022-02-12,62.7,0.0,17.2,39.3,7.7,30.1,23.0,26.3,30.4,23.0,26.5,18.2,0
Piarco,2022-02-13,66.4,0.0,16.1,32.1,7.5,31.2,22.0,26.0,32.4,22.0,26.3,18.8,0
Piarco,2022-02-14,64.5,0.0,13.9,29.6,7.4,32.0,21.2,26.3,32.4,21.2,26.7,18.5,0
Piarco,2022-02-15,77.3,2.0066,13.9,56.3,5.8,29.2,22.7,25.9,32.8,22.7,27.2,21.6,1
Piarco,2022-02-16,73.1,1.1176,20.8,38.3,5.8,31.0,23.9,26.6,33.8,23.9,27.5,21.2,1
Piarco,2022-02-17,67.2,0.0,16.1,35.1,6.1,31.0,23.2,26.5,33.1,23.2,27.2,19.7,0
Piarco,2022-02-18,70.7,0.0,15.0,26.8,7.3,32.0,21.0,25.9,33.6,21.0,26.5,19.7,0
Piarco,2022-02-19,70.5,0.0,15.0,38.1,7.1,30.0,21.0,25.5,32.3,21.0,26.1,19.4,0
Piarco,2022-02-20,69.6,0.0,16.1,32.7,6.5,31.0,21.0,26.1,33.1,21.0,26.8,19.7,0
Piarco,2022-02-21,69.8,0.0,16.1,48.4,6.6,31.0,22.0,26.4,33.1,22.0,27.3,20.2,0
Piarco,2022-02-22,81.7,5.8928,20.8,54.1,6.0,28.0,24.0,25.5,32.0,24.0,26.3,22.1,1
Piarco,2022-02-23,81.8,4.3180000000000005,15.0,60.6,6.2,28.2,23.2,25.4,31.6,23.2,26.2,22.0,1
Piarco,2022-02-24,79.0,9.8806,11.4,74.9,6.3,29.0,22.9,25.5,30.8,22.9,26.1,21.5,1
